time_s,Fp1,Fz,Cz,Pz,P3,P4,O1,O2
6.09375,-5.871,-6.093,3.119,5.229,-1.901,7.297,7.537,5.921
6.09765625,-4.749,-3.578,2.618,8.082,-3.167,2.994,7.361,0.625
6.1015625,-2.91,-0.875,2.05,5.337,-0.239,7.438,6.688,0.439
6.10546875,-3.884,0.716,5.224,7.065,2.325,5.018,3.984,-0.993
6.109375,-1.52,0.707,4.701,4.223,2.568,9.459,3.53,-3.071
6.11328125,-2.51,-0.185,5.505,3.507,3.026,8.205,1.407,-4.011
6.1171875,-1.772,5.896,4.369,1.999,4.89,6.493,-0.821,-6.475
6.12109375,-0.829,4.823,6.67,-1.223,6.069,4.06,-1.868,-7.788
6.125,-0.773,4.617,6.807,-1.547,8.761,5.883,-3.346,-5.645
6.12890625,0.636,7.124,5.313,-3.547,6.516,3.187,-5.518,-8.031
6.1328125,0.694,5.462,4.727,-3.859,6.384,-0.115,-4.594,-6.774
6.13671875,2.773,5.25,1.655,-6.272,6.851,0.925,-7.535,-3.838
6.140625,2.179,5.878,-0.047,-4.672,8.04,-2.653,-6.633,-2.937
6.14453125,3.752,4.709,-2.661,-4.96,6.74,-4.475,-7.742,-1.925
6.1484375,4.797,2.446,-2.9,-7.159,4.557,-4.923,-8.189,-1.151
6.15234375,7.434,3.33,-6.359,-4.96,3.814,-5.05,-6.277,0.927
6.15625,6.484,2.125,-5.185,-3.07,1.854,-5.823,-3.921,4.287
6.16015625,5.299,-0.005,-8.022,-2.614,-0.446,-6.712,-1.324,4.291
6.1640625,6.4,-1.068,-6.005,-1.157,-0.992,-6.687,-0.111,6.119
6.16796875,5.381,-0.888,-4.847,-2.735,-2.679,-6.033,0.234,7.031
6.171875,3.756,-4.526,-4.851,2.553,-4.182,-6.857,1.415,8.05
6.17578125,5.309,-4.956,-6.609,4.383,-4.089,-3.834,3.225,5.512
6.1796875,3.353,-4.751,-5.407,2.857,-6.048,-4.661,7.661,6.431
6.18359375,-1.196,-7.666,-1.477,4.478,-9.05,-1.663,6.266,4.916
6.1875,-0.108,-4.137,0.003,6.683,-7.298,-3.304,7.2,3.01
6.19140625,-0.768,-6.88,0.904,6.521,-8.499,-4.027,9.219,2.082
6.1953125,-1.358,-7.282,4.116,6.463,-5.272,-0.697,9.192,0.262
6.19921875,-2.76,-6.039,3.633,3.931,-6.13,3.261,7.765,-0.02
6.203125,-4.703,-4.598,4.148,7.266,-6.167,2.077,5.142,-3.715
6.20703125,-6.132,-3.63,5.516,4.143,-2.826,4.971,3.759,-7.25
6.2109375,-5.628,-2.317,6.626,0.906,-4.277,6.248,2.866,-6.783
6.21484375,-5.433,-1.08,6.297,-0.709,-2.138,5.883,2.409,-8.982
6.21875,-5.864,0.081,5.43,0.314,-1.126,6.566,0.142,-4.931
6.22265625,-4.877,3.782,6.336,-5.025,-0.205,5.466,-2.78,-7.483
6.2265625,-4.091,2.68,3.498,-4.996,1.734,6.859,-2.739,-5.979
6.23046875,-4.881,4.428,4.062,-7.238,3.409,3.449,-4.318,-2.752
6.234375,-5.326,2.461,3.324,-4.569,3.494,5.395,-5.563,-1.724
6.23828125,-4.449,7.082,-2.48,-5.049,6.414,5.425,-5.798,-1.268
6.2421875,-2.003,6.982,0.455,-4.446,5.872,-0.186,-6.691,-0.045
6.24609375,-1.039,5.412,-2.484,-3.476,7.342,2.962,-6.949,2.345
6.25,0.515,6.398,-2.267,-1.679,6.233,-1.178,-7.256,5.434
6.25390625,0.248,4.831,-6.906,-0.659,7.189,-2.291,-6.111,6.386
6.2578125,0.828,4.446,-7.791,-0.521,6.035,-3.751,-2.656,6.322
6.26171875,3.691,2.634,-7.343,0.453,6.631,-5.8,-1.779,5.284
6.265625,4.5,2.375,-8.383,3.86,5.325,-6.607,-1.33,7.535
6.26953125,7.266,-1.398,-4.723,4.483,6.68,-8.535,-1.235,5.918
6.2734375,6.87,-3.35,-4.498,6.788,4.205,-7.159,0.954,3.699
6.27734375,7.56,-0.58,-4.212,4.483,0.988,-7.037,2.53,3.4
6.28125,4.284,-4.125,-2.996,6.504,2.504,-6.926,6.472,1.956
6.28515625,4.43,-4.132,-0.31,3.632,0.895,-4.35,8.694,1.078
6.2890625,7.775,-5.314,-0.826,6.541,-0.13,-6.502,6.023,-4.89
6.29296875,4.467,-5.483,0.345,5.896,-2.069,-5.021,8.222,-4.141
6.296875,4.075,-5.3,3.537,3.592,-2.897,-2.883,6.972,-4.34
6.30078125,3.885,-4.009,3.995,1.729,-4.521,-1.835,7.567,-7.534
6.3046875,4.5,-6.674,6.242,-3.056,-5.878,-0.287,5.096,-8.009
6.30859375,0.758,-5.225,2.546,-1.843,-4.925,1.343,4.602,-8.898
6.3125,-0.58,-5.074,5.709,-1.972,-6.822,3.689,4.012,-4.785
6.31640625,-0.232,0.187,6.568,-6.437,-8.647,5.79,0.511,-5.567
6.3203125,-3.52,-1.405,4.984,-8.629,-7.86,6.185,0.218,-2.543
6.32421875,-6.148,1.305,6.233,-5.764,-6.483,5.536,-2.111,-3.21
6.328125,-5.888,0.092,4.284,-8.676,-8.244,4.48,-3.465,-1.066
6.33203125,-4.213,0.855,4.127,-8.413,-4.191,7.515,-5.648,3.148
6.3359375,-7.52,2.474,1.529,-6.631,-3.324,2.955,-7.611,2.282
6.33984375,-4.831,1.107,0.729,-2.949,-2.791,5.292,-5.87,5.567
6.34375,-6.544,3.408,-2.65,-2.646,-1.173,4.223,-5.467,5.238
6.34765625,-7.83,4.188,-3.786,0.576,-1.952,4.992,-9.369,8.051
6.3515625,-6.722,7.69,-5.205,0.915,2.543,3.344,-4.382,8.892
6.35546875,-3.916,4.763,-7.367,2.843,1.915,3.025,-5.341,6.862
6.359375,-5.337,6.109,-7.28,4.525,2.112,-0.346,-0.846,7.814
6.36328125,-4.217,5.625,-7.947,6.166,3.831,-2.872,-0.596,7.292
6.3671875,-3.756,4.882,-5.967,5.695,5.439,-3.027,-1.891,4.981
6.37109375,-1.889,2.435,-5.186,5.738,5.81,-6.946,1.097,1.256
6.375,-0.532,2.325,-6.914,5.485,6.125,-5.273,2.179,2.598
6.37890625,1.624,0.765,-6.239,4.422,6.873,-4.849,3.309,-2.395
6.3828125,2.895,2.585,-0.325,3.724,8.312,-6.718,3.909,-3.613
6.38671875,2.775,-1.559,-2.124,3.915,4.807,-6.858,6.129,-5.245
6.390625,3.4,-4.043,0.685,3.55,6.713,-5.572,6.991,-7.981
6.39453125,5.468,-2.605,3.334,1.13,4.324,-6.248,4.638,-7.661
6.3984375,4.691,-4.956,3.507,-2.651,5.811,-5.8,5.926,-9.227
6.40234375,3.987,-3.732,4.181,-3.147,2.258,-4.645,4.986,-6.346
6.40625,4.368,-5.723,3.364,-5.095,1.781,-3.28,5.547,-6.269
6.41015625,6.982,-8.333,6.627,-5.184,-0.659,-1.736,2.663,-2.863
6.4140625,5.558,-8.431,5.218,-6.028,-0.882,-2.395,4.214,-2.19
6.41796875,7.651,-6.121,5.574,-6.575,-3.342,-0.692,-0.228,-1.605
6.421875,3.356,-3.858,6.099,-5.912,-3.934,2.91,-2.253,0.49
6.42578125,2.949,-6.71,5.509,-2.878,-4.364,2.754,-2.022,3.994
6.4296875,3.094,-2.593,1.885,-5.263,-5.044,5.656,-6.269,4.148
6.43359375,0.747,-1.912,3.037,-3.387,-5.754,7.781,-6.846,7.419
6.4375,-0.707,-0.448,1.855,-1.366,-5.231,6.014,-5.005,5.191
6.44140625,0.116,4.287,-0.355,0.713,-7.047,6.413,-8.352,7.501
6.4453125,-1.94,0.355,-1.947,2.49,-7.085,6.964,-5.292,8.097
6.44921875,-2.196,5.92,-2.08,4.624,-7.759,6.516,-4.608,6.564
6.453125,-5.065,4.816,-6.357,7.053,-6.065,6.016,-5.342,6.04
6.45703125,-3.361,2.918,-5.757,6.498,-3.638,5.734,-3.721,4.274
6.4609375,-6.486,5.079,-7.439,5.45,-4.421,4.788,-5.54,1.376
6.46484375,-6.187,5.556,-6.576,7.644,-3.951,2.377,-2.276,1.409
6.46875,-7.238,7.219,-5.957,6.504,-2.153,-1.198,-0.478,-1.574
6.47265625,-6.359,7.466,-5.431,5.962,-0.907,0.352,1.637,-0.691
6.4765625,-6.49,7.688,-4.853,4.905,1.524,-2.858,5.134,-3.968
6.48046875,-4.782,3.662,-3.823,3.78,1.807,-2.325,6.592,-6.776
6.484375,-5.152,2.614,-1.839,-0.826,3.888,-4.964,6.648,-6.809
6.48828125,-3.332,2.39,0.277,-0.606,5.45,-7.455,7.78,-6.465
6.4921875,0.779,0.352,0.401,-3.747,4.366,-5.038,9.577,-6.771
6.49609375,-1.404,-2.728,3.43,-2.99,5.145,-4.966,8.876,-6.652
6.5,0.208,-1.724,4.552,-5.62,5.769,-5.324,8.096,-5.372
6.50390625,0.865,-3.863,6.309,-6.535,7.083,-7.495,6.309,-5.081
6.5078125,1.027,-5.365,6.324,-5.401,8.74,-4.825,5.67,-2.624
6.51171875,3.336,-7.446,7.406,-6.181,7.823,-4.989,3.206,1.658
6.515625,3.417,-7.921,6.658,-7.298,5.854,-4.346,2.314,3.123
6.51953125,6.337,-6.663,4.921,-5.206,4.446,-3.077,-0.606,4.661
6.5234375,6.404,-5.993,4.017,-1.51,4.968,1.19,-3.924,6.515
6.52734375,7.442,-4.933,5.784,-0.724,0.484,2.028,-4.281,7.085
6.53125,6.96,-8.656,4.532,-0.445,1.028,0.916,-5.131,6.18
6.53515625,6.646,-6.012,2.356,4.64,-1.817,4.926,-7.024,8.396
6.5390625,6.016,-1.97,0.322,1.898,-1.944,5.709,-6.857,6.174
6.54296875,6.559,-2.668,-2.01,3.502,-1.859,6.549,-7.913,5.889
6.546875,4.432,1.675,-2.894,4.998,-2.112,5.952,-7.042,2.947
6.55078125,4.483,-1.091,-5.073,5.72,-4.174,6.408,-4.487,2.84
6.5546875,1.704,1.476,-5.108,8.893,-3.219,9.149,-5.792,2.198
6.55859375,1.231,1.116,-6.296,6.419,-5.344,7.416,-3.383,-0.384
6.5625,0.128,4.577,-8.131,4.761,-9.24,5.399,-1.695,-3.577
6.56640625,-2.018,6.557,-6.361,4.701,-8.126,6.858,-1.107,-5.423
6.5703125,-1.0,4.742,-6.118,3.058,-7.686,4.44,1.812,-7.244
6.57421875,-3.115,5.687,-5.635,1.293,-6.255,1.269,1.844,-6.137
6.578125,-5.397,5.682,-2.632,-0.536,-7.902,1.495,6.198,-7.49
6.58203125,-8.015,5.977,-2.89,-1.463,-5.212,-0.842,5.775,-7.253
6.5859375,-7.806,8.461,-2.03,-4.977,-3.886,-0.702,5.232,-8.071
6.58984375,-6.575,5.952,1.011,-4.555,-1.513,-3.334,6.578,-5.128
6.59375,-5.649,2.737,2.751,-4.211,-0.712,-4.103,7.638,-4.153
6.59765625,-5.098,2.485,1.714,-7.327,-2.411,-5.94,7.739,-1.236
6.6015625,-6.462,0.951,5.543,-6.101,0.579,-7.271,5.623,0.151
6.60546875,-4.944,-0.114,4.486,-3.866,1.193,-8.137,4.255,1.107
6.609375,-6.965,-1.856,6.652,-6.837,3.731,-6.746,4.676,0.812
6.61328125,-3.092,-1.342,6.032,-5.503,5.79,-6.453,1.407,4.264
6.6171875,-3.699,-3.232,6.474,-3.559,5.541,-8.8,1.153,7.517
6.62109375,-1.155,-2.486,5.472,-0.661,5.666,-5.497,-0.088,6.862
6.625,2.901,-6.024,3.279,0.393,5.096,-5.038,-1.687,8.383
6.62890625,0.136,-6.26,4.953,3.302,7.479,-3.029,-3.683,6.871
6.6328125,2.042,-4.992,0.175,5.87,6.053,-0.931,-5.086,5.012
6.63671875,3.513,-7.628,1.156,7.361,6.564,-1.006,-7.148,8.202
6.640625,3.977,-4.75,-0.329,6.886,7.139,3.334,-7.797,2.083
6.64453125,2.829,-3.851,-1.79,5.775,6.796,2.82,-8.736,0.426
6.6484375,3.812,-4.1,-3.798,6.836,3.946,2.234,-7.937,1.51
6.65234375,7.045,-2.065,-3.999,6.876,2.27,4.802,-4.781,-2.209
6.65625,6.21,-1.74,-4.518,4.62,0.865,7.515,-3.873,-4.365
6.66015625,5.972,-0.373,-4.755,2.304,-0.248,6.274,-5.484,-3.329
6.6640625,6.199,-0.018,-4.81,1.939,-0.109,7.543,-1.426,-5.809
6.66796875,4.844,0.605,-4.513,-0.258,-3.785,5.144,-1.16,-8.746
6.671875,1.48,2.134,-5.294,-1.677,-3.468,6.33,1.237,-7.7
6.67578125,4.004,4.37,-6.316,-3.109,-4.596,5.634,0.886,-5.679
6.6796875,3.231,6.09,-3.341,-4.702,-6.956,5.616,5.163,-3.053
6.68359375,1.408,4.139,-3.44,-9.841,-7.577,3.798,5.772,-4.54
6.6875,-0.012,7.263,-1.011,-6.211,-7.682,2.014,6.528,-2.881
6.69140625,-2.212,8.317,2.17,-6.049,-6.295,-3.117,8.339,-0.794
6.6953125,-2.686,5.402,3.54,-4.546,-8.494,-0.638,6.62,1.389
6.69921875,-1.698,5.275,2.528,-6.363,-6.405,-1.695,5.121,3.355
6.703125,-4.264,4.733,4.036,-4.048,-6.394,-3.583,5.052,3.431
6.70703125,-5.352,2.552,5.843,-2.341,-5.493,-3.912,4.856,5.603
6.7109375,-5.542,0.022,4.853,-0.704,-3.8,-6.786,0.803,4.932
6.71484375,-5.989,-2.395,5.788,0.351,-3.316,-6.98,1.388,7.091
6.71875,-5.76,-1.277,6.385,2.0,-2.938,-6.793,-0.543,7.901
6.72265625,-5.568,-1.081,3.84,4.384,0.269,-6.285,-0.901,5.403
6.7265625,-7.002,-2.511,5.429,4.31,0.149,-5.311,-2.791,5.106
6.73046875,-7.007,-2.439,3.617,5.42,2.211,-7.109,-3.843,2.225
6.734375,-3.386,-6.557,3.815,5.763,3.678,-3.215,-4.07,3.071
6.73828125,-2.784,-6.748,-0.522,6.012,3.2,-2.278,-4.995,1.097
6.7421875,-0.673,-5.256,1.43,5.931,5.325,-0.678,-9.457,-0.512
6.74609375,-1.053,-6.252,-2.124,4.721,8.425,-3.844,-4.142,-4.472
6.75,-0.007,-6.347,-2.248,4.731,6.886,-0.903,-6.687,-5.751
6.75390625,-0.309,-7.153,-5.046,0.81,7.509,3.541,-4.75,-4.172
6.7578125,3.574,-5.608,-6.883,1.35,6.645,5.59,-4.836,-8.443
6.76171875,1.244,-2.143,-4.251,-0.151,6.238,5.736,-3.379,-6.345
6.765625,3.53,-1.933,-6.513,-4.003,4.771,6.116,0.111,-5.933
6.76953125,4.906,0.151,-5.694,-7.215,4.37,4.478,0.449,-6.924
6.7734375,4.717,-0.791,-6.105,-4.149,1.639,6.157,2.846,-5.17
6.77734375,4.96,1.106,-5.521,-9.554,0.263,7.356,3.227,-3.929
6.78125,6.047,2.312,-1.495,-6.347,1.083,7.376,5.023,-1.33
6.78515625,6.301,5.966,-1.796,-6.164,-0.476,6.75,4.032,-1.308
6.7890625,2.888,5.326,0.032,-8.044,0.889,5.359,8.114,2.123
6.79296875,5.096,6.123,2.071,-1.945,-2.216,4.886,7.223,3.407
6.796875,5.0,3.161,3.48,-1.57,-4.055,-1.347,6.442,5.749
6.80078125,3.416,4.982,3.037,0.286,-2.745,0.602,5.817,5.986
6.8046875,1.725,4.6,6.374,1.169,-7.79,-0.582,6.964,7.348
6.80859375,0.798,4.109,5.828,2.505,-6.752,-1.045,3.665,8.959
6.8125,-0.307,2.173,7.521,5.264,-5.42,-2.698,0.343,7.716
6.81640625,-1.684,3.37,5.737,5.171,-7.267,-5.599,0.16,4.503
6.8203125,-1.824,2.291,2.985,5.943,-7.943,-5.483,-2.89,3.705
6.82421875,-3.492,1.445,6.689,8.742,-5.744,-7.525,-1.798,3.698
6.828125,-4.875,-1.032,4.689,4.25,-7.234,-7.156,-3.533,0.94
6.83203125,-5.139,-2.874,4.176,7.535,-3.376,-7.476,-4.954,0.181
6.8359375,-5.794,-2.372,1.732,4.162,-4.026,-7.691,-7.06,-0.583
6.83984375,-6.271,-2.683,-2.319,4.237,-3.68,-7.953,-7.143,-4.99
6.84375,-5.454,-3.657,-2.867,1.34,-1.458,-5.209,-9.963,-6.756
6.84765625,-5.174,-4.629,-5.541,1.871,-0.467,-4.763,-7.315,-5.812
6.8515625,-5.453,-7.541,-4.852,-0.813,1.992,-3.275,-6.506,-8.993
6.85546875,-4.748,-4.442,-5.289,-1.153,2.939,-2.975,-4.885,-6.358
6.859375,-4.273,-6.17,-6.58,-3.036,1.781,-1.068,-2.339,-7.77
6.86328125,-1.976,-7.136,-6.631,-6.926,3.919,-0.393,-1.65,-4.283
6.8671875,-1.023,-5.917,-6.49,-5.423,6.298,1.24,-1.303,-3.896
6.87109375,-3.265,-5.716,-5.871,-5.55,6.054,2.902,3.062,-3.513
6.875,1.4,-1.479,-4.369,-7.074,8.076,6.397,3.396,-0.157
6.87890625,1.173,-2.175,-7.613,-6.04,6.632,7.971,2.83,2.413
6.8828125,1.236,0.191,-4.449,-4.31,8.176,6.035,3.277,3.739
6.88671875,4.334,1.12,0.065,-2.788,6.321,8.514,4.964,8.156
6.890625,6.601,3.325,0.363,-1.061,5.162,7.501,5.957,8.453
6.89453125,3.265,8.584,0.834,-1.609,3.452,6.338,6.869,6.565
6.8984375,8.803,6.396,3.911,2.458,3.87,5.861,7.602,9.138
6.90234375,6.002,4.783,3.708,2.38,3.893,4.427,6.584,7.732
6.90625,5.861,6.454,4.73,4.898,2.882,3.891,3.632,8.05
6.91015625,6.054,4.95,5.704,5.65,0.102,-1.166,5.058,7.017
6.9140625,5.631,5.293,5.527,4.994,-0.606,0.244,2.218,2.248
6.91796875,5.863,4.755,8.398,7.846,0.447,-0.638,-0.014,0.59
6.921875,4.999,7.955,6.798,5.632,-3.965,-5.112,-3.805,-1.435
6.92578125,4.789,4.108,3.14,4.641,-6.517,-2.331,-3.783,-5.996
6.9296875,5.434,1.922,3.981,5.485,-4.354,-3.994,-2.081,-3.63
6.93359375,-0.082,2.509,5.244,2.351,-6.926,-6.097,-7.023,-6.659
6.9375,-1.861,-0.237,-0.259,3.39,-7.512,-5.118,-7.749,-4.232
6.94140625,1.098,-2.137,-1.205,-1.847,-7.764,-8.919,-6.617,-4.38
6.9453125,-2.795,-2.85,-2.069,-2.941,-5.906,-6.229,-7.756,-8.315
6.94921875,-3.498,-3.854,-3.83,-3.842,-4.027,-5.738,-7.72,-7.022
6.953125,-2.719,-4.67,-3.429,-5.032,-5.889,-5.586,-5.755,-3.87
6.95703125,-5.598,-6.763,-4.834,-6.953,-5.735,-4.985,-6.53,-5.072
6.9609375,-6.544,-7.611,-8.039,-6.541,-3.914,-5.785,-3.495,-3.167
6.96484375,-6.261,-7.646,-7.527,-8.788,-1.846,-2.557,-1.023,0.003
6.96875,-5.594,-5.696,-5.874,-5.026,-1.467,-0.036,-0.634,0.415
6.97265625,-5.197,-6.988,-4.04,-3.615,0.408,1.433,2.911,4.194
6.9765625,-6.368,-4.923,-3.095,-3.519,1.27,1.889,3.6,4.651
6.98046875,-4.952,-4.041,-2.738,-1.652,2.389,5.201,7.446,5.322
6.984375,-3.06,-1.142,-1.202,-0.262,3.578,5.279,8.327,5.608
6.98828125,-1.772,-3.741,-0.065,0.575,4.817,5.333,5.096,10.516
6.9921875,-1.059,-0.383,0.795,2.761,5.449,7.319,9.752,8.733
6.99609375,-2.61,0.059,0.598,4.243,5.059,7.226,7.471,6.239
7.0,-1.971,0.869,5.419,5.338,7.457,6.519,6.979,7.271
7.00390625,2.137,4.705,5.383,7.556,5.478,8.379,4.984,3.524
7.0078125,2.986,4.524,5.594,6.163,6.078,7.095,5.076,4.024
7.01171875,2.851,4.173,8.467,6.617,6.284,5.671,3.432,-1.187
7.015625,6.949,3.134,5.65,5.897,7.369,6.335,3.147,-2.903
7.01953125,4.337,5.555,6.68,4.146,4.108,3.188,-0.128,-4.098
7.0234375,6.456,5.617,4.833,5.49,4.214,2.962,-2.555,-5.324
7.02734375,7.284,5.017,3.355,2.701,1.553,0.817,-3.548,-6.152
7.03125,6.513,2.986,4.639,-0.416,2.475,-2.778,-7.181,-5.65
7.03515625,7.907,4.346,1.368,-2.221,2.494,-3.193,-5.924,-8.461
7.0390625,5.54,1.787,1.67,-5.173,-1.55,-5.275,-6.983,-10.204
7.04296875,5.753,2.197,-2.086,-3.134,-3.162,-7.082,-5.655,-6.902
7.046875,6.014,1.649,-1.594,-5.188,-3.706,-7.013,-4.25,-6.243
7.05078125,2.706,3.501,-5.145,-7.112,-4.925,-7.018,-6.083,-2.122
7.0546875,2.004,-0.815,-4.299,-5.259,-5.509,-7.979,-5.606,-0.825
7.05859375,1.307,0.469,-7.319,-5.986,-4.51,-6.387,-6.185,2.212
7.0625,1.363,-4.366,-5.972,-4.689,-5.735,-6.475,-1.683,2.387
7.06640625,0.87,-5.236,-5.799,-2.355,-5.908,-3.683,-1.205,4.606
7.0703125,0.132,-6.557,-4.665,-1.567,-7.646,-3.754,0.464,4.727
7.07421875,-3.117,-3.949,-5.395,-1.219,-6.276,-4.224,0.806,7.323
7.078125,-3.506,-4.901,-2.691,2.679,-7.647,-1.802,2.586,8.127
7.08203125,-5.689,-4.992,-3.592,1.195,-5.052,-1.362,6.818,5.855
7.0859375,-5.238,-6.785,0.535,3.464,-3.61,5.476,5.592,7.404
7.08984375,-7.489,-4.41,0.388,4.638,-5.334,2.978,8.005,5.406
7.09375,-4.44,-2.609,3.39,5.278,-2.216,4.624,6.393,3.397
7.09765625,-3.028,-0.346,2.363,7.354,-1.221,7.117,4.769,3.395
7.1015625,-6.77,-0.012,3.271,7.12,1.728,6.89,6.351,-0.383
7.10546875,-1.558,-0.946,2.252,5.37,0.283,7.813,6.604,-0.824
7.109375,-4.278,0.358,4.974,5.212,5.301,7.922,3.435,-1.472
7.11328125,-3.45,1.25,6.904,4.044,5.209,6.306,0.245,-3.216
7.1171875,-3.278,3.214,4.411,2.429,5.259,6.967,-0.725,-6.113
7.12109375,-1.715,4.648,5.311,-0.824,6.678,4.265,-4.157,-5.804
7.125,-1.244,5.132,5.823,-1.364,6.885,6.718,-3.523,-6.704
7.12890625,1.504,7.151,3.562,-1.821,6.176,1.483,-3.339,-7.65
7.1328125,2.382,4.941,0.639,-3.542,4.246,1.842,-7.167,-7.188
7.13671875,3.045,5.439,-1.2,-6.448,6.743,-0.15,-8.502,-5.376
7.140625,3.788,7.044,-1.169,-6.96,6.465,-1.601,-6.238,-4.744
7.14453125,5.223,6.284,-1.846,-6.705,5.247,-2.629,-7.254,-4.29
7.1484375,7.27,5.243,-2.679,-6.766,5.705,-6.306,-5.911,1.117
7.15234375,4.307,1.394,-4.167,-5.158,3.5,-7.415,-8.187,2.723
7.15625,4.168,-0.267,-5.62,-4.703,1.665,-5.767,-6.277,3.582
7.16015625,5.723,-1.282,-6.357,-3.357,0.578,-6.111,-2.832,5.986
7.1640625,5.761,-1.112,-7.726,-1.79,-1.527,-6.036,-1.8,9.221
7.16796875,3.588,-2.694,-5.212,0.415,-1.206,-7.207,0.104,8.025
7.171875,5.369,-2.291,-5.041,1.201,-2.764,-5.292,0.986,7.046
7.17578125,5.055,-4.287,-3.028,4.249,-3.667,-6.518,2.797,8.711
7.1796875,2.093,-5.868,-2.607,3.533,-7.273,-4.57,5.808,5.639
7.18359375,3.094,-6.306,-1.865,4.774,-8.469,-3.391,4.801,4.229
7.1875,0.322,-6.173,-4.699,5.811,-6.246,-2.323,6.499,5.186
7.19140625,-1.22,-7.414,0.869,7.402,-5.844,-0.164,7.118,1.526
7.1953125,0.327,-8.934,1.958,3.746,-4.711,0.867,8.027,-2.011
7.19921875,-2.794,-4.551,4.099,6.845,-6.17,2.205,6.724,-3.707
7.203125,-5.95,-5.382,3.402,4.722,-7.609,5.642,7.102,-5.378
7.20703125,-5.362,-3.691,3.559,3.091,-4.201,4.647,3.142,-6.333
7.2109375,-5.682,-0.842,5.651,1.56,-2.847,3.73,2.508,-5.754
7.21484375,-4.926,-1.418,7.408,0.345,-3.551,7.063,3.043,-7.512
7.21875,-7.714,1.793,5.502,-1.605,-0.256,6.527,0.625,-5.3
7.22265625,-6.651,0.235,6.808,-3.814,0.624,7.893,-4.386,-6.9
7.2265625,-6.069,2.067,5.051,-7.117,-0.766,5.535,-3.127,-6.628
7.23046875,-8.094,4.135,4.081,-6.688,2.668,5.223,-6.189,-4.225
7.234375,-3.18,6.815,1.732,-6.316,4.219,6.242,-8.663,-1.325
7.23828125,-2.36,4.918,0.754,-6.652,5.618,3.287,-5.69,0.633
7.2421875,-1.47,4.343,-0.423,-6.442,4.995,3.712,-8.071,2.001
7.24609375,0.068,5.601,-1.952,-3.853,6.859,1.166,-6.256,2.882
7.25,-0.185,7.06,-1.847,-1.623,8.53,-2.163,-5.909,5.364
7.25390625,1.785,4.219,-3.82,-2.704,8.875,-1.74,-4.386,6.779
7.2578125,2.349,4.474,-5.099,1.628,6.138,-3.683,-4.083,5.748
7.26171875,3.284,4.223,-4.206,0.989,7.273,-6.419,-2.081,9.296
7.265625,2.496,1.175,-6.084,5.514,8.125,-6.397,-0.726,6.68
7.26953125,5.224,-0.654,-3.622,3.137,7.192,-4.928,1.685,5.071
7.2734375,7.505,0.546,-5.088,4.755,3.238,-7.877,2.959,3.827
7.27734375,5.609,-0.833,-5.695,7.931,3.084,-7.708,3.091,4.397
7.28125,6.811,-2.196,-2.004,6.163,2.382,-9.394,5.721,3.866
7.28515625,4.091,-5.331,-1.113,5.956,3.177,-7.074,6.655,-1.7
7.2890625,5.685,-7.051,0.637,5.22,0.409,-5.085,8.018,-1.576
7.29296875,3.412,-6.081,-0.391,4.728,-4.631,-3.579,7.591,-3.212
7.296875,4.344,-7.143,5.216,4.307,-2.58,-2.14,7.44,-7.228
7.30078125,3.645,-6.105,3.742,0.602,-6.106,-1.911,6.772,-6.772
7.3046875,2.511,-6.599,4.863,0.588,-6.072,-0.779,5.962,-6.184
7.30859375,0.8,-3.825,4.785,-3.103,-8.161,1.93,4.305,-7.192
7.3125,-0.715,-3.647,7.167,-5.426,-6.351,2.84,-0.388,-6.472
7.31640625,-0.821,-2.654,7.909,-5.04,-6.625,4.718,2.128,-6.404
7.3203125,-0.582,-4.162,5.212,-6.296,-7.679,3.962,1.231,-3.552
7.32421875,-1.648,-1.689,5.479,-6.997,-4.276,5.391,-4.422,-2.899
7.328125,-4.765,-1.966,3.615,-5.922,-6.713,7.534,-6.519,-2.52
7.33203125,-6.866,1.669,3.221,-5.842,-2.969,7.183,-7.006,3.84
7.3359375,-6.044,1.502,2.159,-5.295,-4.475,7.852,-5.898,5.075
7.33984375,-6.544,3.729,-0.35,-2.502,-2.946,8.162,-5.864,3.986
7.34375,-6.942,6.8,-1.606,-2.183,-2.316,6.195,-7.157,4.7
7.34765625,-7.291,5.765,-4.931,-1.874,-0.287,4.457,-7.261,6.383
7.3515625,-5.649,4.811,-3.021,1.828,-1.107,1.872,-5.454,6.884
7.35546875,-3.669,7.927,-5.566,4.714,-0.033,1.443,-5.433,7.646
7.359375,-3.794,6.707,-5.099,4.993,4.203,-3.228,-5.52,7.006
7.36328125,-4.659,6.259,-6.089,6.349,4.525,-2.262,-1.247,5.439
7.3671875,-3.849,2.863,-8.205,7.505,7.159,-2.443,2.115,4.903
7.37109375,-0.117,2.815,-5.409,5.473,7.396,-4.452,1.611,0.744
7.375,-1.847,2.237,-7.184,8.211,8.289,-7.292,2.737,2.074
7.37890625,-0.398,-0.112,-2.244,6.357,8.874,-5.301,3.054,-2.612
7.3828125,2.5,0.544,-1.754,8.206,3.528,-7.324,7.142,-3.734
7.38671875,2.514,0.973,0.193,3.843,7.96,-7.338,7.307,-4.881
7.390625,4.365,-5.274,2.549,1.676,5.316,-6.727,7.789,-6.376
7.39453125,4.742,-1.68,1.354,-2.205,4.844,-3.204,7.55,-4.17
